tyler_id,default_id,dex_number,species,form,name,other_forms,type1,type2,ability1,ability2,ability3,base_hp,base_atk,base_def,base_spa,base_dpd,base_spe,exp_yield,hp_yield,atk_yield,def_yield,spa_yield,spd_yield,spe_yield,class,male_%,female_%,catch_rate,base_friendship,evo_method,evo_condition,evo_time,special_evo,pre_evo,egg_group1,egg_group2,hatch_cycles,exp_group,eviolite
772,626,626,Bouffalant,normal,Bouffalant,,Normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,172,0,2,0,0,0,0,Bash Buffalo Pokémon,0.5,0.5,45,70,,,Any,,,Field,,20,medium_fast,0
773,627,627,Rufflet,normal,Rufflet,,Normal,Flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,70,0,1,0,0,0,0,Eaglet Pokémon,1,0,190,70,,,Any,,,Flying,,20,slow,1
774,628,628,Braviary,normal,Braviary,,Normal,Flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,179,0,2,0,0,0,0,Valiant Pokémon,1,0,60,70,Level,54,Any,,Rufflet,Flying,,20,slow,0
775,629,629,Vullaby,normal,Vullaby,,Dark,Flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,74,0,0,1,0,0,0,Diapered Pokémon,0,1,190,35,,,Any,,,Flying,,20,slow,1
776,630,630,Mandibuzz,normal,Mandibuzz,,Dark,Flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,179,0,0,0,2,0,0,Bone Vulture Pokémon,0,1,60,35,Level,54,Any,,Vullaby,Flying,,20,slow,0
777,631,631,Heatmor,normal,Heatmor,,Fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,169,0,0,0,2,0,0,Anteater Pokémon,0.5,0.5,90,70,,,Any,,,Field,,20,medium_fast,0
778,632,632,Durant,normal,Durant,,Bug,Steel,Swarm,Hustle,Truant,58,109,112,48,48,109,169,0,0,2,0,0,0,Iron Ant Pokémon,0.5,0.5,90,70,,,Any,,,Bug,,20,medium_fast,0
779,633,633,Deino,normal,Deino,,Dark,Dragon,Hustle,Hustle,Hustle,52,65,50,45,50,38,60,0,1,0,0,0,0,Irate Pokémon,0.5,0.5,45,35,,,Any,,,Dragon,,40,slow,1
780,634,634,Zweilous,normal,Zweilous,,Dark,Dragon,Hustle,Hustle,Hustle,72,85,70,65,70,58,147,0,2,0,0,0,0,Hostile Pokémon,0.5,0.5,45,35,Level,50,Any,,Deino,Dragon,,40,slow,1
781,635,635,Hydreigon,normal,Hydreigon,,Dark,Dragon,Levitate,Levitate,Levitate,92,105,90,125,90,98,270,0,0,0,3,0,0,Brutal Pokémon,0.5,0.5,45,35,Level,64,Any,,Zweilous,Dragon,,40,slow,0
782,636,636,Larvesta,normal,Larvesta,,Bug,Fire,Flame Body,Flame Body,Swarm,55,85,55,50,55,60,72,0,1,0,0,0,0,Torch Pokémon,0.5,0.5,45,70,,,Any,,,Bug,,40,slow,1
783,637,637,Volcarona,normal,Volcarona,,Bug,Fire,Flame Body,Flame Body,Swarm,85,60,65,135,105,100,248,0,0,0,3,0,0,Sun Pokémon,0.5,0.5,15,70,Level,59,Any,,Larvesta,Bug,,40,slow,0
784,638,638,Cobalion,normal,Cobalion,,Steel,Fighting,Justified,Justified,Justified,91,90,129,90,72,108,261,0,0,3,0,0,0,Iron Will Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
785,639,639,Terrakion,normal,Terrakion,,Rock,Fighting,Justified,Justified,Justified,91,129,90,72,90,108,261,0,3,0,0,0,0,Cavern Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
786,640,640,Virizion,normal,Virizion,,Grass,Fighting,Justified,Justified,Justified,91,90,72,90,129,108,261,0,0,0,0,3,0,Grassland Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
787,641,641,Tornadus,incarnate,Tornadus (Incarnate Forme),"incarnate, therian",Flying,,Prankster,Prankster,Defiant,79,115,70,125,80,111,261,0,3,0,0,0,0,Cyclone Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
788,950,641,Tornadus,therian,Tornadus (Therian Forme),"incarnate, therian",Flying,,Regenerator,Regenerator,Regenerator,79,100,80,110,90,121,261,0,0,0,0,0,3,Cyclone Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
789,642,642,Thundurus,incarnate,Thundurus (Incarnate Forme),"incarnate, therian",Electric,Flying,Prankster,Prankster,Defiant,79,115,70,125,80,111,261,0,3,0,0,0,0,Bolt Strike Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
790,951,642,Thundurus,therian,Thundurus (Therian Forme),"incarnate, therian",Electric,Flying,Volt Absorb,Volt Absorb,Volt Absorb,79,105,70,145,80,101,261,0,0,0,3,0,0,Bolt Strike Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
791,643,643,Reshiram,normal,Reshiram,,Dragon,Fire,Turboblaze,Turboblaze,Turboblaze,100,120,100,150,120,90,306,0,0,0,3,0,0,Vast White Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
792,644,644,Zekrom,normal,Zekrom,,Dragon,Electric,Teravolt,Teravolt,Teravolt,100,150,120,120,100,90,306,0,3,0,0,0,0,Deep Black Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
793,645,645,Landorus,normal,Landorus (Incarnate Forme),"incarnate, therian",Ground,Flying,Sand Force,Sand Force,Sheer Force,89,125,90,115,80,101,270,0,0,0,3,0,0,Abundance Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
794,952,645,Landorus,therian,Landorus (Therian Forme),"incarnate, therian",Ground,Flying,Intimidate,Intimidate,Intimidate,89,145,90,105,80,91,270,0,3,0,0,0,0,Abundance Pokémon,1,0,3,90,,,Any,,,Undiscovered,,120,slow,0
795,954,646,Kyurem,black,Kyurem (Black Kyurem),"normal, black, white",Dragon,Ice,Teravolt,Teravolt,Teravolt,125,170,100,120,90,95,315,1,1,0,1,0,0,Boundary Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
796,646,646,Kyurem,normal,Kyurem (Kyurem),"normal, black, white",Dragon,Ice,Pressure,Pressure,Pressure,125,130,90,130,90,95,297,1,1,0,1,0,0,Boundary Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
797,953,646,Kyurem,white,Kyurem (White Kyurem),"normal, black, white",Dragon,Ice,Turboblaze,Turboblaze,Turboblaze,125,120,90,170,100,95,315,1,1,0,1,0,0,Boundary Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
798,647,647,Keldeo,normal,Keldeo (Ordinary Form),"ordinary, resolute",Water,Fighting,Justified,Justified,Justified,91,72,90,129,90,108,261,0,0,0,3,0,0,Colt Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
799,955,647,Keldeo,resolute,Keldeo (Resolute Form),"normal, resolute",Water,Fighting,Justified,Justified,Justified,91,72,90,129,90,108,261,0,0,0,3,0,0,Colt Pokémon,,,3,35,,,Any,,,Undiscovered,,80,slow,0
800,648,648,Meloetta,aria,Meloetta (Aria Forme),"aria, pirouette",Normal,Psychic,Serene Grace,Serene Grace,Serene Grace,100,77,77,128,128,90,270,0,0,0,1,1,1,Melody Pokémon,,,3,100,,,Any,,,Undiscovered,,20,slow,0
801,956,648,Meloetta,priouette,Meloetta (Pirouette Forme),"aria, pirouette",Normal,Fighting,Serene Grace,Serene Grace,Serene Grace,100,128,90,77,77,128,270,0,1,1,0,0,1,Melody Pokémon,,,3,100,,,Any,,,Undiscovered,,20,slow,0
802,649,649,Genesect,normal,Genesect,,Bug,Steel,Download,Download,Download,71,120,95,120,95,99,270,0,1,0,1,0,1,Paleozoic Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
807,650,650,Chespin,normal,Chespin,,Grass,,Overgrow,Overgrow,Bulletproof,56,61,65,48,45,38,63,0,0,1,0,0,0,Spiny Nut Pokémon,0.875,0.125,45,70,,,Any,,,Field,,20,medium_slow,1
808,651,651,Quilladin,normal,Quilladin,,Grass,,Overgrow,Overgrow,Bulletproof,61,78,95,56,58,57,142,0,0,2,0,0,0,Spiny Armor Pokémon,0.875,0.125,45,70,Level,16,Any,,Chespin,Field,,20,medium_slow,1
809,652,652,Chesnaught,normal,Chesnaught,,Grass,Fighting,Overgrow,Overgrow,Bulletproof,88,107,122,74,75,64,239,0,0,3,0,0,0,Spiny Armor Pokémon,0.875,0.125,45,70,Level,36,Any,,Quilladin,Field,,20,medium_slow,0
810,653,653,Fennekin,normal,Fennekin,,Fire,,Blaze,Blaze,Magician,40,45,40,62,60,60,61,0,0,0,1,0,0,Fox Pokémon,0.875,0.125,45,70,,,Any,,,Field,,20,medium_slow,1
811,654,654,Braixen,normal,Braixen,,Fire,,Blaze,Blaze,Magician,59,59,58,90,70,73,143,0,0,0,2,0,0,Fox Pokémon,0.875,0.125,45,70,Level,16,Any,,Fennekin,Field,,20,medium_slow,1
812,655,655,Delphox,normal,Delphox,,Fire,Psychic,Blaze,Blaze,Magician,75,69,72,114,100,104,240,0,0,0,3,0,0,Fox Pokémon,0.875,0.125,45,70,Level,36,Any,,Braixen,Field,,20,medium_slow,0
813,656,656,Froakie,normal,Froakie,,Water,,Torrent,Torrent,Protean,41,56,40,62,44,71,63,0,0,0,0,0,1,Bubble Frog Pokémon,0.875,0.125,45,70,,,Any,,,Water 1,,20,medium_slow,1
814,657,657,Frogadier,normal,Frogadier,,Water,,Torrent,Torrent,Protean,54,63,52,83,56,97,142,0,0,0,0,0,2,Bubble Frog Pokémon,0.875,0.125,45,70,Level,16,Any,,Froakie,Water 1,,20,medium_slow,1
815,658,658,Greninja,normal,Greninja,"normal, ash",Water,Dark,Torrent,Battle Bond,Protean,72,95,67,103,71,122,239,0,0,0,0,0,3,Ninja Pokémon,0.875,0.125,45,70,Level,36,Any,,Frogadier,Water 1,,20,medium_slow,0
816,962,658,Greninja,ash,Greninja (Ash-Greninja),"normal, ash",Water,Dark,Battle Bond,Battle Bond,Battle Bond,72,145,67,153,71,132,239,0,0,0,0,0,3,Ninja Pokémon,1,0,45,70,,,Any,,,Undiscovered,,20,medium_slow,0
818,659,659,Bunnelby,normal,Bunnelby,,Normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,47,0,0,0,0,0,1,Digging Pokémon,0.5,0.5,255,70,,,Any,,,Field,,15,medium_fast,1
819,660,660,Diggersby,normal,Diggersby,,Normal,Ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,148,2,0,0,0,0,0,Digging Pokémon,0.5,0.5,127,70,Level,20,Any,,Bunnelby,Field,,15,medium_fast,0
820,661,661,Fletchling,normal,Fletchling,,Normal,Flying,Big Pecks,Big Pecks,Gale Wings,45,50,43,40,38,62,56,0,0,0,0,0,1,Tiny Robin Pokémon,0.5,0.5,255,70,,,Any,,,Flying,,15,medium_slow,1
821,662,662,Fletchinder,normal,Fletchinder,,Fire,Flying,Flame Body,Flame Body,Gale Wings,62,73,55,56,52,84,134,0,0,0,0,0,2,Ember Pokémon,0.5,0.5,120,70,Level,17,Any,,Fletchling,Flying,,15,medium_slow,1
822,663,663,Talonflame,normal,Talonflame,,Fire,Flying,Flame Body,Flame Body,Gale Wings,78,81,71,74,69,126,175,0,0,0,0,0,3,Scorching Pokémon,0.5,0.5,45,70,Level,35,Any,,Fletchinder,Flying,,15,medium_slow,0
823,664,664,Scatterbug,normal,Scatterbug,,Bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,40,0,0,1,0,0,0,Scatterdust Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,15,medium_fast,1
824,665,665,Spewpa,normal,Spewpa,,Bug,,Shed Skin,Shed Skin,Friend Guard,45,22,60,27,30,29,75,0,0,2,0,0,0,Scatterdust Pokémon,0.5,0.5,120,70,Level,9,Any,,Scatterbug,Bug,,15,medium_fast,1
825,666,666,Vivillon,normal,Vivillon,,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,185,1,0,0,1,0,1,Scale Pokémon,0.5,0.5,45,70,Level,12,Any,,Spewpa,Bug,,15,medium_fast,0
845,667,667,Litleo,normal,Litleo,,Fire,Normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,74,0,0,0,1,0,0,Lion Cub Pokémon,0.75,0.25,220,70,,,Any,,,Field,,20,medium_slow,1
846,668,668,Pyroar,normal,Pyroar,,Fire,Normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,177,0,0,0,2,0,0,Royal Pokémon,0.75,0.25,65,70,Level,35,Any,,Litleo,Field,,20,medium_slow,0
847,669,669,Flabebe,normal,Flabebe,,Fairy,,Flower Veil,Flower Veil,Symbiosis,44,38,39,61,79,42,61,0,0,0,0,1,0,Single Bloom Pokémon,0,1,225,70,,,Any,,,Fairy,,20,medium_fast,1
857,670,670,Floette,normal,Floette,,Fairy,,Flower Veil,Flower Veil,Symbiosis,54,45,47,75,98,52,130,0,0,0,0,2,0,Single Bloom Pokémon,0,1,120,70,Level,19,Any,,Flabébé,Fairy,,20,medium_fast,1
862,671,671,Florges,normal,Florges,,Fairy,,Flower Veil,Flower Veil,Symbiosis,78,65,68,112,154,75,248,0,0,0,0,3,0,Garden Pokémon,0,1,45,70,Stone,Shiny Stone,Any,,Floette,Fairy,,20,medium_fast,0
863,672,672,Skiddo,normal,Skiddo,,Grass,,Sap Sipper,Sap Sipper,Grass Pelt,66,65,48,62,57,52,70,1,0,0,0,0,0,Mount Pokémon,0.5,0.5,200,70,,,Any,,,Field,,20,medium_fast,1
864,673,673,Gogoat,normal,Gogoat,,Grass,,Sap Sipper,Sap Sipper,Grass Pelt,123,100,62,97,81,68,186,2,0,0,0,0,0,Mount Pokémon,0.5,0.5,45,70,Level,32,Any,,Skiddo,Field,,20,medium_fast,0
865,674,674,Pancham,normal,Pancham,,Dark,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,70,0,1,0,0,0,0,Playful Pokémon,0.5,0.5,220,70,,,Any,,,Field,Human-Like,25,medium_fast,1
866,675,675,Pangoro,normal,Pangoro,,Dark,Fighting,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,173,0,2,0,0,0,0,Daunting Pokémon,0.5,0.5,65,70,Level,32,Any,Have Dark-Type in party,Pancham,Field,Human-Like,25,medium_fast,0
867,676,676,Furfrou,normal,Furfrou,,Normal,,Fur Coat,Fur Coat,Fur Coat,75,80,60,65,90,102,165,0,0,0,0,0,1,Poodle Pokémon,0.5,0.5,160,70,,,Any,,,Field,,20,medium_fast,0
877,677,677,Espurr,normal,Espurr,,Psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,71,0,0,0,0,0,1,Restraint Pokémon,0.5,0.5,190,70,,,Any,,,Field,,20,medium_fast,1
878,1004,678,Meowstic,female,Meowstic (Female),"female, male",Psychic,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,163,0,0,0,0,0,2,Constraint Pokémon,0,1,75,70,Level,25,Any,,Espurr,Field,,20,medium_fast,0
879,678,678,Meowstic,male,Meowstic (Male),"female, male",Psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,163,0,0,0,0,0,2,Constraint Pokémon,1,0,75,70,Level,25,Any,,Espurr,Field,,20,medium_fast,0
880,679,679,Honedge,normal,Honedge,,Steel,Ghost,No Guard,No Guard,No Guard,45,80,100,35,37,28,65,0,0,1,0,0,0,Sword Pokémon,0.5,0.5,180,70,,,Any,,,Mineral,,20,medium_fast,1
881,680,680,Doublade,normal,Doublade,,Steel,Ghost,No Guard,No Guard,No Guard,59,110,150,45,49,35,157,0,0,2,0,0,0,Sword Pokémon,0.5,0.5,90,70,Level,35,Any,,Honedge,Mineral,,20,medium_fast,1
882,1005,681,Aegislash,blade,Aegislash (Blade),"blade, shield",Steel,Ghost,Stance Change,Stance Change,Stance Change,60,150,50,150,50,60,234,0,2,0,1,0,0,Royal Sword Pokémon,0.5,0.5,45,70,Stone,Dusk Stone,Any,,Doublade,Mineral,,20,medium_fast,0
883,681,681,Aegislash,shield,Aegislash (Shield),"blade, shield",Steel,Ghost,Stance Change,Stance Change,Stance Change,60,50,150,50,150,60,234,0,0,2,0,1,0,Royal Sword Pokémon,0.5,0.5,45,70,Stone,Dusk Stone,Any,,Doublade,Mineral,,20,medium_fast,0
884,682,682,Spritzee,normal,Spritzee,,Fairy,,Healer,Healer,Aroma Veil,78,52,60,63,65,23,68,1,0,0,0,0,0,Perfume Pokémon,0.5,0.5,200,70,,,Any,,,Fairy,,20,medium_fast,1
885,683,683,Aromatisse,normal,Aromatisse,,Fairy,,Healer,Healer,Aroma Veil,101,72,72,99,89,29,162,2,0,0,0,0,0,Fragrance Pokémon,0.5,0.5,140,70,Trade Holding,Sachet,Any,,Spritzee,Fairy,,20,medium_fast,0
886,684,684,Swirlix,normal,Swirlix,,Fairy,,Sweet Veil,Sweet Veil,Unburden,62,48,66,59,57,49,68,0,0,1,0,0,0,Cotton Candy Pokémon,0.5,0.5,200,70,,,Any,,,Fairy,,20,medium_fast,1
887,685,685,Slurpuff,normal,Slurpuff,,Fairy,,Sweet Veil,Sweet Veil,Unburden,82,80,86,85,75,72,168,0,0,2,0,0,0,Meringue Pokémon,0.5,0.5,140,70,Trade Holding,Whipped Dream,Any,,Swirlix,Fairy,,20,medium_fast,0
888,686,686,Inkay,normal,Inkay,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,58,0,1,0,0,0,0,Revolving Pokémon,0.5,0.5,190,70,,,Any,,,Water 1,Water 2,20,medium_fast,1
889,687,687,Malamar,normal,Malamar,,Dark,Psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,169,0,2,0,0,0,0,Overturning Pokémon,0.5,0.5,80,70,Level,30,Any,Hold 3DS upside-down,Inkay,Water 1,Water 2,20,medium_fast,0
890,688,688,Binacle,normal,Binacle,,Rock,Water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,61,0,1,0,0,0,0,Two-Handed Pokémon,0.5,0.5,120,70,,,Any,,,Water 3,,20,medium_fast,1
891,689,689,Barbaracle,normal,Barbaracle,,Rock,Water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,175,0,2,0,0,0,0,Collective Pokémon,0.5,0.5,45,70,Level,39,Any,,Binacle,Water 3,,20,medium_fast,0
892,690,690,Skrelp,normal,Skrelp,,Poison,Water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,64,0,0,0,0,1,0,Mock Kelp Pokémon,0.5,0.5,225,70,,,Any,,,Water 1,Dragon,20,medium_fast,1
893,691,691,Dragalge,normal,Dragalge,,Poison,Dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,173,0,0,0,0,2,0,Mock Kelp Pokémon,0.5,0.5,55,70,Level,48,Any,,Skrelp,Water 1,Dragon,20,medium_fast,0
894,692,692,Clauncher,normal,Clauncher,,Water,,Mega Launcher,Mega Launcher,Mega Launcher,50,53,62,58,63,44,66,0,0,0,1,0,0,Water Gun Pokémon,0.5,0.5,225,70,,,Any,,,Water 1,Water 3,15,slow,1
895,693,693,Clawitzer,normal,Clawitzer,,Water,,Mega Launcher,Mega Launcher,Mega Launcher,71,73,88,120,89,59,100,0,0,0,2,0,0,Howitzer Pokémon,0.5,0.5,55,70,Level,37,Any,,Clauncher,Water 1,Water 3,15,slow,0
896,694,694,Helioptile,normal,Helioptile,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,58,0,0,0,0,0,1,Generator Pokémon,0.5,0.5,190,70,,,Any,,,Monster,Dragon,20,medium_fast,1
897,695,695,Heliolisk,normal,Heliolisk,,Electric,Normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,168,0,0,0,1,0,1,Generator Pokémon,0.5,0.5,75,70,Stone,Sun Stone,Any,,Helioptile,Monster,Dragon,20,medium_fast,0
898,696,696,Tyrunt,normal,Tyrunt,,Rock,Dragon,Strong Jaw,Strong Jaw,Sturdy,58,89,77,45,45,48,72,0,1,0,0,0,0,Royal Heir Pokémon,0.875,0.125,45,70,,,Any,,,Monster,Dragon,30,medium_fast,1
899,697,697,Tyrantrum,normal,Tyrantrum,,Rock,Dragon,Strong Jaw,Strong Jaw,Rock Head,82,121,119,69,59,71,182,0,2,0,0,0,0,Despot Pokémon,0.875,0.125,45,70,Level,39,Day,,Tyrunt,Monster,Dragon,30,medium_fast,0
900,698,698,Amaura,normal,Amaura,,Rock,Ice,Refrigerate,Refrigerate,Snow Warning,77,59,50,67,63,46,72,1,0,0,0,0,0,Tundra Pokémon,0.875,0.125,45,70,,,Any,,,Monster,,30,medium_fast,1
901,699,699,Aurorus,normal,Aurorus,,Rock,Ice,Refrigerate,Refrigerate,Snow Warning,123,77,72,99,92,58,104,2,0,0,0,0,0,Tundra Pokémon,0.875,0.125,45,70,Level,39,Night,,Amaura,Monster,,30,medium_fast,0
902,700,700,Sylveon,normal,Sylveon,,Fairy,,Cute Charm,Cute Charm,Pixilate,95,65,65,110,130,60,184,0,0,0,0,2,0,Intertwining Pokémon,0.875,0.125,45,70,Knows move,Fairy Type,Any,,Eevee,Field,,35,medium_fast,0
903,701,701,Hawlucha,normal,Hawlucha,,Fighting,Flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,175,0,2,0,0,0,0,Wrestling Pokémon,0.5,0.5,100,70,,,Any,,,Human-Like,,20,medium_fast,0
904,702,702,Dedenne,normal,Dedenne,,Electric,Fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,151,0,0,0,0,0,2,Antenna Pokémon,0.5,0.5,180,70,,,Any,,,Field,Fairy,20,medium_fast,0
905,703,703,Carbink,normal,Carbink,,Rock,Fairy,Clear Body,Clear Body,Sturdy,50,50,150,50,150,50,100,0,0,1,0,1,0,Jewel Pokémon,,,60,70,,,Any,,,Fairy,Mineral,25,slow,0
906,704,704,Goomy,normal,Goomy,,Dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,60,0,0,0,0,1,0,Soft Tissue Pokémon,0.5,0.5,45,35,,,Any,,,Dragon,,40,slow,1
907,705,705,Sliggoo,normal,Sliggoo,,Dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,158,0,0,0,0,2,0,Soft Tissue Pokémon,0.5,0.5,45,35,Level,40,Any,,Goomy,Dragon,,40,slow,1
908,706,706,Goodra,normal,Goodra,,Dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,270,0,0,0,0,3,0,Dragon Pokémon,0.5,0.5,45,35,Level,50,Any,,Sliggoo,Dragon,,40,slow,0
909,707,707,Klefki,normal,Klefki,,Steel,Fairy,Prankster,Prankster,Magician,57,80,91,80,87,75,165,0,0,1,0,0,0,Key Ring Pokémon,0.5,0.5,75,70,,,Any,,,Mineral,,20,fast,0
910,708,708,Phantump,normal,Phantump,,Ghost,Grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,62,0,1,0,0,0,0,Stump Pokémon,0.5,0.5,120,70,,,Any,,,Grass,Amorphous,20,medium_fast,1
911,709,709,Trevenant,normal,Trevenant,,Ghost,Grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,166,0,2,0,0,0,0,Elder Tree Pokémon,0.5,0.5,60,70,Trade,,Any,,Phantump,Grass,Amorphous,20,medium_fast,0
912,710,710,Pumpkaboo,average,Pumpkaboo (Average Size),"small, average, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,67,0,0,1,0,0,0,Pumpkin Pokémon,0.5,0.5,120,70,,,Any,,,Amorphous,,20,medium_fast,1
913,1007,710,Pumpkaboo,large,Pumpkaboo (Large Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,67,0,0,1,0,0,0,Pumpkin Pokémon,0.5,0.5,120,70,,,Any,,,Amorphous,,20,medium_fast,1
914,1006,710,Pumpkaboo,small,Pumpkaboo (Small Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,67,0,0,1,0,0,0,Pumpkin Pokémon,0.5,0.5,120,70,,,Any,,,Amorphous,,20,medium_fast,1
915,1008,710,Pumpkaboo,super,Pumpkaboo (Super Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,67,0,0,1,0,0,0,Pumpkin Pokémon,0.5,0.5,120,70,,,Any,,,Amorphous,,20,medium_fast,1
916,711,711,Gourgeist,average,Gourgeist (Average Size),"small, average, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,173,0,0,2,0,0,0,Pumpkin Pokémon,0.5,0.5,60,70,Trade,,Any,,Pumpkaboo (Average Size),Amorphous,,20,medium_fast,0
917,1010,711,Gourgeist,large,Gourgeist (Large Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,173,0,0,2,0,0,0,Pumpkin Pokémon,0.5,0.5,60,70,Trade,,Any,,Pumpkaboo (Large Size),Amorphous,,20,medium_fast,0
918,1009,711,Gourgeist,small,Gourgeist (Small Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,173,0,0,2,0,0,0,Pumpkin Pokémon,0.5,0.5,60,70,Trade,,Any,,Pumpkaboo (Small Size),Amorphous,,20,medium_fast,0
919,1011,711,Gourgeist,super,Gourgeist (Super Size),"small, normal, large, super",Ghost,Grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,173,0,0,2,0,0,0,Pumpkin Pokémon,0.5,0.5,60,70,Trade,,Any,,Pumpkaboo (Super Size),Amorphous,,20,medium_fast,0
920,712,712,Bergmite,normal,Bergmite,,Ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,61,0,0,1,0,0,0,Ice Chunk Pokémon,0.5,0.5,190,70,,,Any,,,Monster,,20,medium_fast,1
921,713,713,Avalugg,normal,Avalugg,,Ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,180,0,0,2,0,0,0,Iceberg Pokémon,0.5,0.5,55,70,Level,37,Any,,Bergmite,Monster,,20,medium_fast,0
922,714,714,Noibat,normal,Noibat,,Flying,Dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,49,0,0,0,0,0,1,Sound Wave Pokémon,0.5,0.5,190,70,,,Any,,,Flying,,20,medium_fast,1
923,715,715,Noivern,normal,Noivern,,Flying,Dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,187,0,0,0,0,0,2,Sound Wave Pokémon,0.5,0.5,45,70,Level,48,Any,,Noibat,Flying,,20,medium_fast,0
924,716,716,Xerneas,normal,Xerneas,,Fairy,,Fairy Aura,Fairy Aura,Fairy Aura,126,131,95,131,98,99,306,3,0,0,0,0,0,Life Pokémon,,,45,0,,,Any,,,Undiscovered,,120,slow,0
926,717,717,Yveltal,normal,Yveltal,,Dark,Flying,Dark Aura,Dark Aura,Dark Aura,126,131,95,131,98,99,306,3,0,0,0,0,0,Destruction Pokémon,,,45,0,,,Any,,,Undiscovered,,120,slow,0
927,1013,718,Zygarde,10%,Zygarde (10% Form),"10%, 50%, 100%",Dragon,Ground,Aura Break,Power Construct,Power Construct,54,100,71,61,85,115,219,3,0,0,0,0,0,Order Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
929,1015,718,Zygarde,50%,Zygarde (50% Form),"10%, 50%, 100%",Dragon,Ground,Aura Break,Power Construct,Power Construct,108,100,121,81,95,95,270,3,0,0,0,0,0,Order Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
